"","kingdom","phylum","class","order","family","genus"
"Otu00293","Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified"
"Otu00294","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu00295","Bacteria","PAUC34f","PAUC34f_cl","PAUC34f_or","PAUC34f_fa","PAUC34f_ge"
"Otu00297","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium"
"Otu00298","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge"
"Otu00299","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius"
"Otu00300","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales_fa","Dadabacteriales_ge"
"Otu00301","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu00302","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu00303","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00304","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00305","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu00306","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","JTB255_marine_benthic_group"
"Otu00307","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00308","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"Otu00310","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium"
"Otu00311","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter"
"Otu00312","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu00313","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured"
"Otu00314","Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8","BD7-8_fa","BD7-8_ge"
"Otu00315","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"Otu00316","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Otu00318","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu00319","Bacteria","Chloroflexi","TK17","TK17_or","TK17_fa","TK17_ge"
"Otu00320","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00321","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge"
"Otu00323","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00324","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Zeaxanthinibacter"
"Otu00325","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
"Otu00326","Bacteria","Proteobacteria","Alphaproteobacteria","AT-s3-44","AT-s3-44_fa","AT-s3-44_ge"
"Otu00327","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","uncultured"
"Otu00328","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23_fa","JTB23_ge"
"Otu00330","Bacteria","Proteobacteria","Gammaproteobacteria","MBMPE27","MBMPE27_fa","MBMPE27_ge"
"Otu00331","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter"
"Otu00332","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu00333","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Kiloniellaceae_unclassified"
"Otu00334","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00336","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Otu00337","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu00339","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","HOC36_fa","HOC36_ge"
"Otu00341","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula"
"Otu00342","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured"
"Otu00344","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularculaceae_unclassified"
"Otu00346","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00347","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostocaceae_unclassified"
"Otu00348","Bacteria","Proteobacteria","Gammaproteobacteria","D90","D90_fa","D90_ge"
"Otu00349","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00351","Bacteria","Cyanobacteria","Cyanobacteriia","Eurycoccales","Eurycoccales_Incertae_Sedis","Synechococcus_PCC-7336"
"Otu00352","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales_fa","Dadabacteriales_ge"
"Otu00353","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus"
"Otu00354","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga"
"Otu00355","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu00356","Bacteria","Proteobacteria","Gammaproteobacteria","Tenderiales","Tenderiaceae","Candidatus_Tenderia"
"Otu00357","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Halodesulfovibrio"
"Otu00359","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00360","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00361","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus"
"Otu00362","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge"
"Otu00363","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Phormidesmis_ANT.LACV5.1"
"Otu00364","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"Otu00367","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu00368","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer"
"Otu00370","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116"
"Otu00371","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halieaceae_unclassified"
"Otu00373","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00375","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"Otu00376","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillaceae_unclassified"
"Otu00378","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Mastigocoleus_BC008"
"Otu00379","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","AqS1"
"Otu00381","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichales_unclassified","Microtrichales_unclassified"
"Otu00382","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00384","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00385","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00386","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu00387","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium"
"Otu00389","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia"
"Otu00391","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu00392","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu00393","Bacteria","Myxococcota","bacteriap25","bacteriap25_or","bacteriap25_fa","bacteriap25_ge"
"Otu00394","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"Otu00395","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Anderseniella"
"Otu00396","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured"
"Otu00397","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44"
"Otu00398","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00400","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"Otu00401","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23_fa","JTB23_ge"
"Otu00402","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu00403","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured"
"Otu00404","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00405","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1_clade","PS1_clade_ge"
"Otu00406","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Geminicoccaceae_unclassified"
"Otu00407","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00408","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured_ge"
"Otu00409","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","JTB255_marine_benthic_group"
"Otu00410","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu00411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00412","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_ge"
"Otu00413","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu00414","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu00415","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)_cl","SAR324_clade(Marine_group_B)_or","SAR324_clade(Marine_group_B)_fa","SAR324_clade(Marine_group_B)_ge"
"Otu00416","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured_ge"
"Otu00418","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
"Otu00420","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu00421","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00425","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappiaceae_unclassified"
"Otu00426","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum"
"Otu00427","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer"
"Otu00428","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00431","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu00432","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrionaceae_unclassified"
"Otu00434","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group_fa","UBA10353_marine_group_ge"
"Otu00435","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu00436","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00437","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Pseudovibrio"
"Otu00438","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge"
"Otu00439","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta"
"Otu00440","Bacteria","Proteobacteria","Gammaproteobacteria","pItb-vmat-80","pItb-vmat-80_fa","pItb-vmat-80_ge"
"Otu00441","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00442","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularculaceae_unclassified"
"Otu00443","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured"
"Otu00444","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_9","Subgroup_9_fa","Subgroup_9_ge"
"Otu00445","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured"
"Otu00446","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu00447","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00449","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00450","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00451","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu00452","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu00453","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured"
"Otu00454","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00455","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga"
"Otu00456","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00459","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured"
"Otu00460","Bacteria","Proteobacteria","Gammaproteobacteria","AT-s2-59","AT-s2-59_fa","AT-s2-59_ge"
"Otu00461","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu00462","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00463","Bacteria","Chloroflexi","TK17","TK17_or","TK17_fa","TK17_ge"
"Otu00464","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu00466","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu00469","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge"
"Otu00470","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1_clade","PS1_clade_ge"
"Otu00473","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00474","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu00475","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_unclassified"
"Otu00476","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu00477","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillales_Incertae_Sedis","Constrictibacter"
"Otu00478","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"Otu00480","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group"
"Otu00481","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","AqS1"
"Otu00482","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula"
"Otu00485","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter"
"Otu00488","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00489","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00491","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halieaceae_unclassified"
"Otu00492","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu00495","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00498","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00499","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"Otu00501","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00502","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured"
